"Word ID","Word","English Word","Actions","Length","Weight","Strength","Level"
"74","భవనసముదాయము","complex","","8","11","2","2"
"75","కంజర","kanjara","","3","4","2","2"
"76","నడికట్టు","belting","","4","8","4","4"
"77","వకీలు","dummy","","3","5","2","2"
"78","సివంగి","ounce","","3","6","2","2"
"79","పరికిణి","ghagra","","4","7","2","2"
"80","కుమారిక","kumarika","","4","7","2","2"
"81","పసివాడు","baby","","4","7","2","2"
"82","కర్రసాము","expertsinglestickplayer","","4","8","3","3"
"83","భరిణ","pyxis","","3","4","2","2"
"84","తమలపాకులు","betel","","6","9","2","2"
"85","మువ్వలు","bells","","3","7","3","3"
"86","చిరుతపులి","leopard","","5","9","2","2"
"87","మెరుపులు","lightning","","4","8","2","2"
"88","జాతర","fair","","3","4","2","2"
"89","ఊయల","hammock","","3","3","1","1"
"90","అల్మారా","shelf","","3","7","4","4"
"91","ప్రమాదం","accident","","3","7","3","3"
"92","పచ్చికబయలు","lea","","6","10","4","4"
"93","బాణాసంచా","fireworks","","4","8","2","2"
"94","దుకాణము","shop","","4","7","2","2"
"95","పేకముక్కలు","card","","5","10","3","3"
"96","ఊపిరితిత్తులు","lungs","","6","13","4","4"
"97","పర్వతశ్రేణి","therange","","5","11","4","4"
"98","చార్మినార్","charminar","","4","10","4","4"
"99","నాట్యశాల","natyasala","","4","8","3","3"
"100","అగ్నిపర్వతము","volcanic","","6","12","4","4"
"101","వీడియోసమావేశము","vidiyosamavesamu","","8","14","2","2"
"102","సైనికాధికారి","army","","7","13","2","2"
"103","ఖజానా","treasury","","3","5","2","2"
"104","చుక్కలాట","cukkalata","","4","8","3","3"
"105","గుడ్డపీలికలు","guddapilikalu","","6","12","3","3"
"106","ఏకాంతము","solitary","","4","7","3","3"
"107","జన్మదినవేడుక","janmadinaveduka","","7","12","3","3"
"108","కొండచిలువ","python","","5","9","3","3"
"109","పసుపుకొమ్ము","pasupukommu","","5","11","4","4"
"110","నిప్పుకోడి","ostrich","","4","10","4","4"
"111","ఎక్కములపట్టిక","ekkamulapattika","","7","13","4","4"
"112","పందెంకోళ్ళు","pandenkollu","","4","11","4","4"
"113","ఏడుపెంకులాట","sevenpenkulata","","6","11","3","3"
"114","గుడిగంటలు","gudigantalu","","5","9","2","2"
"115","సౌరమండలము","solarsystem","","6","9","2","2"
"116","పిండిజల్లెడ","pindijalleda","","5","11","4","4"
"117","గబ్బిలము","bat","","4","8","4","4"
"118","కుటీరము","hut","","4","7","2","2"
"119","గజ్జలపలక","gajjalapalaka","","6","8","3","3"
"120","గిలకపాము","gilakapamu","","5","8","2","2"
"121","తాళపత్రగ్రంథము","talapatragranthamu","","7","14","4","4"
"122","వ్యవసాయము","earing","","5","9","3","3"
"123","ఇంద్రధనస్సు","rainbow","","5","11","4","4"
"124","నాగజెముడు","cactus","","5","9","2","2"
"125","శూన్యము","vacuum","","3","7","3","3"
"126","రుద్రవీణ","rudravina","","4","8","3","3"
"127","రుబ్బురోలు","rubburolu","","4","10","4","4"
"128","తరంగం","wave","","3","5","2","2"
"129","కాగితపుపడవ","kagitapupadava","","7","10","2","2"
"130","గారెలు","gare","","3","6","2","2"
"131","జోడెద్దులు","jodeddulu","","4","10","4","4"
"132","కాడెద్దులు","kadeddulu","","4","10","4","4"
"133","జడకోలాటము","jadakolatamu","","6","9","2","2"
"134","దేశపటము","themap","","5","7","2","2"
"135","త్రిభుజములు","triangles","","5","11","4","4"
"136","తలుపులు","doors","","4","7","2","2"
"137","గుప్పెడు","handful","","3","8","4","4"
"138","కటకటాలు","thegrid","","5","7","2","2"
"139","గురివిందగింజలు","gurivindaginjalu","","7","14","3","3"
"140","చేతివేళ్ళు","fingers","","4","10","4","4"
"141","కళ్ళజోడు","spectacles","","4","8","3","3"
"142","బుర్రమీసము","burramisamu","","5","10","3","3"
"143","సాలెపురుగు","spider","","5","10","2","2"
"144","కళ్యాణము","themarriage","","4","8","4","4"
"145","చింతకాయలు","cintakayalu","","5","9","3","3"
"146","మందులు","drugs","","3","6","2","2"
"147","సగభాగము","halfofthe","","5","7","2","2"
"148","సాగరకన్య","oceanid","","5","8","3","3"
"149","దీపావళి","diwali","","4","7","2","2"
"150","బంతులు","balls","","3","6","2","2"
"151","బాలబాలికలు","forboysandgirls","","6","10","2","2"
"152","జాంపండు","jampandu","","3","7","3","3"
"153","కంబళి","blanket","","3","5","2","2"
"154","పుస్తెలు","pustelu","","3","8","4","4"
"155","రాబందు","vulture","","3","6","2","2"
"156","అగ్నికణం","agnikanam","","4","8","4","4"
"157","బురుజు","bulwark","","3","6","2","2"
"158","చీమలపుట్ట","hill","","5","9","3","3"
"159","బొమ్మరిల్లు","bommarillu","","4","11","4","4"
"160","గుమ్మము","sill","","3","7","3","3"
"161","ముంగురులు","forelock","","4","9","3","3"
"162","బుధవారము","wednesday","","5","8","2","2"
"163","నారుమడి","linen","","4","7","2","2"
"164","గేదెలమంద","gedelamanda","","5","8","2","2"
"165","జంతుప్రదర్శనశాల","zoo","","8","15","3","3"
"166","ధాన్యాగారం","granary","","4","10","4","4"
"167","పక్షులు","birds","","3","7","4","4"
"168","జంగందేవర","jangandevara","","5","8","2","2"
"169","తపాలాపెట్టె","postbox","","5","11","4","4"
"170","మరమనిషి","robot","","5","7","2","2"
"171","మండపము","complexes","","4","6","2","2"
"172","తలగడలు","pillow","","5","6","2","2"
"173","చరవాణి","caravani","","4","6","2","2"
"174","పెళ్లికొడుకు","thegroom","","5","12","4","4"
"175","పట్టెమంచము","pattemancamu","","5","10","4","4"
"176","గోపురము","pagoda","","4","7","2","2"
"177","చలిమంట","campfire","","4","6","2","2"
"178","నాగుపాము","cobra","","4","8","2","2"
"179","నాట్యమయూరి","natyamayuri","","5","10","3","3"
"180","నులకమంచము","nulakamancamu","","6","9","2","2"
"181","సాలభంజిక","salabhanjika","","5","8","2","2"
"182","ఉంగరము","ring","","4","6","2","2"
"183","గంగాళము","gangalamu","","4","7","2","2"
"184","పాదరక్షలు","footwear","","5","9","3","3"
"185","కోడిపుంజు","rooster","","4","9","3","3"
"186","గొడుగు","umbrella","","3","6","2","2"
"187","పాలసీసాలు","palasisalu","","5","9","2","2"
"188","నాడీమండలము","nadimandalamu","","6","10","2","2"
"189","దవాఖానా","davakhana","","4","7","2","2"
"190","నాట్యము","hula","","3","7","3","3"
"191","మండూకము","frog","","4","7","2","2"
"192","మూటలు","bales","","3","5","2","2"
"193","కాపరి","shepherd","","3","5","2","2"
"194","భిక్షువు","monk","","3","8","4","4"
"195","నగదు","cash","","3","4","2","2"
"196","యంత్రము","machine","","3","7","3","3"
"197","రంగుమరకలు","rangumarakalu","","6","9","2","2"
"198","నవ్వారుమంచం","navvarumancam","","5","11","4","4"
"200","మందిరం","hall","","3","6","2","2"
"201","చదరంగము","chess","","5","7","2","2"
"202","హెలికాప్టరు","helicopter","","5","11","3","3"
"203","జడకుచ్చులు","jadakucculu","","5","10","4","4"
"204","ఉంగరాలు","rings","","4","7","2","2"
"205","తేనెపట్టు","textiles","","4","9","4","4"
"206","మహిషము","mahishastands","","4","6","2","2"
"207","గాలిపటము","kite","","5","8","2","2"
"208","నృత్యకళాకారిణి","dancer","","7","14","3","3"
"209","ముత్యములు","pearls","","4","9","3","3"
"210","నయనములు","nayanamulu","","5","7","2","2"
"211","గొడ్డలి","ax","","3","7","3","3"
"212","అల్లము","ginger","","3","6","3","3"
"213","గరిక","straw","","3","4","2","2"
"214","లాఠీకర్ర","lathikarra","","4","8","3","3"
"215","లెక్కలపలక","lekkalapalaka","","6","9","3","3"
"216","కంచము","kancamu","","3","5","2","2"
"217","గాజులు","bangles","","3","6","2","2"
"218","ఉత్తరము","north","","4","7","3","3"
"219","గుండీలు","buttons","","3","7","3","3"
"220","విత్తనములు","seed","","5","10","3","3"
"221","వాద్యబృందం","orchestra","","4","10","3","3"
"222","కొమ్మలు","branches","","3","7","3","3"
"223","దొన్నె","donne","","2","6","4","4"
"224","బొమ్మలు","toys","","3","7","3","3"
"225","తరాజు","tarazu","","3","5","2","2"
"226","పటము","map","","3","4","2","2"
"227","ఎలుక","rat","","3","4","2","2"
"228","కాటుక","forests","","3","5","2","2"
"229","చిక్కుముళ్ళు,","chikkumullu","","5","13","4","4"
"230","పీటముళ్ళు","pitamullu","","4","9","4","4"
"231","పీటముడి","pitamudi","","4","7","2","2"
"232","చిక్కుముడి","chikkumdi","","4","10","4","4"
"233","నీళ్ళకావడి","nillakavadi","","5","10","3","3"
"234","రశీదు","billing","","3","5","2","2"
"235","వడ్డాణము","vaddanamu","","4","8","4","4"
"236","నెమలిపింఛాలు","nemalipinchalu","","6","12","3","3"
"237","న్యాయవాది","lawyer","","4","9","4","4"
"238","గోవిందనామాలు","govindanamalu","","6","12","3","3"
"239","కుంపటి","cookery","","3","6","3","3"
"240","కమండలము","kamandalamu","","5","7","2","2"
"241","కాలిగజ్జెలు","kaligajjelu","","5","11","4","4"
"242","చుక్కలచీర","cukkalacira","","5","9","3","3"
"243","తొక్కుడుబిళ్ళ","tokkudubilla","","5","13","4","4"
"244","ముగ్గులు","rangolis","","3","8","4","4"
"245","వెదురుబుట్టలు","crates","","6","13","3","3"
"246","పరిశుద్ధబైబిల్","parisuddhabaibil","","7","14","3","3"
"247","నీరాజనం","nirajanam","","4","7","2","2"
"248","జలతరంగిణి","jalatarangini","","6","9","2","2"
"249","సంగీతకచేరి","sangitakaceri","","6","10","2","2"
"250","గురుత్వాకర్హణ","gurutvakarhana","","6","13","4","4"
"251","లక్కపిడతలు","lakkapidatalu","","6","10","3","3"
"252","అన్నము","rice","","3","6","3","3"
"253","కొల్లాయి","collina","","3","8","4","4"
"254","సంకేతము","signal","","4","7","2","2"
"255","నాంతాడు","nantadu","","3","7","3","3"
"256","పావలా","quarter","","3","5","2","2"
"257","చేట","fan","","2","3","2","2"
"258","జూకాలు","jukalu","","3","6","2","2"
"259","పూరిపాకలు","puripakalu","","5","9","2","2"
"260","మునగకాయలు","drumstick","","6","9","2","2"
"261","లవంగాలు","cloves","","4","7","2","2"
"262","కవాతు","parade","","3","5","2","2"
"263","ఎండుటాకులు","endutakulu","","5","10","2","2"
"264","ఫలములు","fruit","","4","6","2","2"
"265","చీపురుకట్ట","cipurukatta","","5","10","3","3"
"266","వేటగాడు","hunter","","4","7","2","2"
"267","బోషాణము","bosanamu","","4","7","2","2"
"268","విలుకాడు","archer","","4","8","2","2"
"269","కండువా","scarf","","3","6","2","2"
"270","చెప్పులజత","ceppulajata","","5","9","4","4"
"271","మిరపకాయ","paprika","","5","7","2","2"
"272","కథాకళి","kathakali","","4","6","2","2"
"273","కథక్","kathak","","3","4","2","2"
"274","లంగరు","anchor","","3","5","2","2"
"275","పిడిబాకు","dagger","","4","8","2","2"
"276","కబాడీ","kabbadi","","3","5","2","2"
"277","నృపుడు","nrpudu","","3","6","2","2"
"278","ముత్యం","pearl","","2","6","4","4"
"279","బుడగలు","bubbles","","4","6","2","2"
"280","బురదగుంట","buradagunta","","5","8","3","3"
"281","విహంగములు","overview","","5","9","2","2"
"282","నృపాలుడు","nrpaludu","","4","8","2","2"
"283","ఐకమత్యము","fraternization","","5","8","3","3"
"284","ఔషధము","panacea","","4","5","2","2"
"285","ఒకటి","one","","3","4","2","2"
"286","ఉగ్గుగిన్నె","ugguginne","","4","11","4","4"
"287","డోలిక","dolika","","3","5","2","2"
"288","పాచికలు","dice","","4","7","2","2"
"289","విదూషకుడు","clown","","5","9","2","2"
"290","ప్రకటన","advertisement","","4","6","3","3"
"291","విపణివీధి","vipanividhi","","5","9","2","2"
"292","నోట్లకట్టలు","notlakattalu","","5","11","3","3"
"293","నారదుడు","naradudu","","4","7","2","2"
"294","వాహనములు","vehicles","","5","8","2","2"
"295","వీధినాటకము","vidhinatakamu","","6","10","2","2"
"296","పిండిమర","flour","","4","7","3","3"
"297","సమాంతరరేఖలు","samantararekhalu","","7","11","3","3"
"298","ఖడ్గమృగము","rhinos","","5","9","3","3"
"299","కప్పతాళము","kappatalamu","","5","9","3","3"
"300","కొండలు","hills","","3","6","3","3"
"301","ప్రమాణము","standard","","4","8","3","3"
"302","రాజభవనము","thepalace","","6","8","2","2"
"303","అమ్ములపొది","ammulapodi","","5","10","4","4"
"304","పిల్లనగ్రోవి","flute","","5","12","4","4"
"305","న్యాయస్థానము","court","","5","12","4","4"
"306","సమూహము","group","","4","6","2","2"
"307","వదనము","vadanamu","","4","5","2","2"
"308","కోతికొమ్మచ్చి","kotikommacci","","5","13","4","4"
"309","మొక్కజొన్నపేలాలు","mokkajonnapelalu","","7","16","3","3"
"310","టముకు","tomtom","","3","5","2","2"
"311","పుస్తకము","book","","4","8","3","3"
"312","మరచెంబు","maracembu","","4","7","3","3"
"313","చుట్టకుదురు","cuttakuduru","","5","11","3","3"
"314","భాగహారము","division","","5","8","2","2"
"315","లేగదూడ","bobby","","4","6","2","2"
"316","ఆకులువక్కలు","akuluvakkalu","","6","11","3","3"
"317","తువ్వాలు","throwinthetowel","","3","8","4","4"
"318","బొమ్మలకొలువు","bommalakoluvu","","6","12","3","3"
"319","జడకొప్పు","jadakoppu","","4","8","4","4"
"320","కొమ్ముబూర","kommubura","","4","9","4","4"
"321","బట్టతల","bald","","4","6","3","3"
"322","వార్తాపత్రికలు","newspapers","","6","14","4","4"
"323","పన్నీరుబుడ్డి","pannirubuddi","","5","13","4","4"
"324","గొల్లభామ","grasshopper","","4","8","3","3"
"325","చిల్లరపైసలు","cillarapaisalu","","6","11","3","3"
"326","సుద్దముక్కలు","chalk","","5","12","3","3"
"327","పద్దుపుస్తకం","paddupustakam","","5","12","4","4"
"328","పొట్టేలు","ram","","3","8","4","4"
"329","నీళ్ళపంపు","nillapampu","","4","9","3","3"
"330","బల్లకట్టు","pont","","4","9","4","4"
"331","తులసికోట","tulasikota","","5","8","2","2"
"332","వాలుజడ","valujada","","4","6","2","2"
"333","గరుడపక్షి","garudapaksi","","5","9","4","4"
"334","కిరసనాయలబుడ్డి","kirasanayalabuddi","","8","14","4","4"
"335","వెన్నెముక","spine","","4","9","4","4"
"336","అరదండాలు","aradandalu","","5","8","2","2"
"337","ఊతకర్ర","crutch","","4","6","3","3"
"338","రథచోదకుడు","rathacodakudu","","6","9","2","2"
"339","చిమ్మట","moth","","3","6","3","3"
"340","తేనీరు","tea","","3","6","2","2"
"341","తడిక","thatch","","3","4","2","2"
"342","జాలరివల","fishermen","","5","7","2","2"
"343","సూదంటురాయి","reef","","5","10","2","2"
"344","సామాను","luggage","","3","6","2","2"
"345","బిడియము","shamefacedness","","4","7","2","2"
"346","పట్టణము","city","","4","7","3","3"
"347","వలయములు","rings","","5","7","2","2"
"348","విమానము","plane","","4","7","2","2"
"349","లాగుడుబండి","lagudubandi","","5","10","2","2"
"350","సిపాయి","soldier","","3","6","2","2"
"351","నిచ్చెన","ladder","","3","7","4","4"
"352","నావ","ark","","2","3","2","2"
"353","నాట్యం","dancing","","2","6","4","4"
"354","వానరము","primate","","4","6","2","2"
"355","మొక్కజొన్నపొత్తులు","mokkajonnapottulu","","7","18","4","4"
"356","ఈల","whistling","","2","2","1","1"
"357","భాస్కరుడు","bhaskara","","4","9","3","3"
"358","గోనెసంచి","gonesanci","","4","8","2","2"
"359","కాగితం","paper","","3","6","2","2"
"360","వంతెన","bridge","","3","5","2","2"
"361","కరపత్రము","pamphlet","","5","8","3","3"
"362","చీలమండ","ankle","","4","6","2","2"
"363","కత్తెర","scissors","","3","6","4","4"
"364","కలప","wood","","3","3","1","1"
"365","ప్రమిద","speech","","3","6","3","3"
"366","కదనము","kadanamu","","4","5","2","2"
"367","సందర్శకులు","visitors","","5","10","3","3"
"368","గునపము","gunapamu","","4","6","2","2"
"369","ఉలి","chisel","","2","3","2","2"
"370","అత్తరుబుడ్డి","ointment","","5","12","4","4"
"371","గడ్డము","barba","","3","6","3","3"
"372","గిలకబావి","gilakabavi","","5","8","2","2"
"373","అనామిక","anonymous","","4","6","2","2"
"374","నాట్యకత్తెలు","natyakattelu","","5","12","4","4"
"375","కీకారణ్యము","kikaranyamu","","5","10","3","3"
"376","కొరడా","whip","","3","5","2","2"
"377","బియ్యము","rice","","3","7","3","3"
"378","కావడి","pandering","","3","5","2","2"
"379","గళ్ళచొక్క","gallacokka","","4","9","3","3"
"380","మల్లయుద్ధము","wrestling","","5","11","3","3"
"381","కానుక","gift","","3","5","2","2"
"382","పురుషులు","men","","4","8","2","2"
"383","పుస్తకాలు","books","","4","9","3","3"
"384","విపంచి","vipanci","","3","6","2","2"
"385","తెలుగుఅక్షరమాల","teluguaksaramala","","8","14","3","3"
"386","విహంగము","airplane","","4","7","2","2"
"387","ఉద్యానము","udyanamu","","4","8","4","4"
"388","ప్రహేళిక","puzzle","","4","8","3","3"
"389","నాదస్వరము","nadasvaramu","","5","9","3","3"
"390","దర్శకుడు","director","","4","8","3","3"
"391","నగారా","nagara","","3","5","2","2"
"392","దర్పణము","mirrored","","4","7","3","3"
"393","మంచె","problem","","2","4","2","2"
"394","మొక్కలు","plants","","3","7","3","3"
"395","బొప్పాయిపండు","boppayipandu","","5","12","4","4"
"396","చెవికమ్మలు","cevikammalu","","5","10","3","3"
"397","లలాటము","forehead","","4","6","2","2"
"398","వేటకుక్క","hound","","4","8","3","3"
"399","బొట్టుబిళ్ళలు","bottubillalu","","5","13","4","4"
"400","పౌరోహితుడు","paurohitudu","","5","10","2","2"
"401","రామచిలుక","ramaciluka","","5","8","2","2"
"402","నాసామణి","nasamani","","4","7","2","2"
"403","కర్ణము","ear","","3","6","3","3"
"404","నారింజ","orange","","3","6","3","3"
"405","చిత్రపటము","map","","5","9","3","3"
"406","కాసులపేరు","kasulaperu","","5","9","2","2"
"407","చిట్టితాళాలు","cittitalalu","","5","12","4","4"
"408","ఏకాకి","isolated","","3","5","2","2"
"409","కత్తిపీట","cutlery","","4","8","4","4"
"410","పాదుకలు","footers","","4","7","2","2"
"411","త్రాచుపాము","cobra","","4","10","4","4"
"412","భిషక్కు","physician","","3","7","4","4"
"413","దువ్వెన","comb","","3","7","4","4"
"414","ఉషోదయం","thedawn","","4","6","2","2"
"415","అగరబత్తులు","agarabattulu","","6","10","4","4"
"416","సేతువు","setuvu","","3","6","2","2"
"417","కలంకారి","kalamkari","","4","7","2","2"
"418","గొబ్బెమ్మలు","gobbemmalu","","4","11","4","4"
"419","దేవాలయము","temple","","5","8","2","2"
"420","వడిసెలపట్టి","vadiselapatti","","6","11","4","4"
"421","పరశువు","parasuvu","","4","6","2","2"
"422","పెళ్ళికూతురు","thebride","","5","12","4","4"
"423","అగ్గిపెట్టె","matchstick","","4","11","4","4"
"424","హరివిల్లు","rainbow","","4","9","4","4"
"425","రిక్షా","rickshaw","","2","6","4","4"
"426","మందారపూలు","mandarapulu","","5","9","2","2"
"427","సుడిగాలి","tornado","","4","8","2","2"
"428","పిచ్చిగీతలు","doodle","","5","11","4","4"
"429","పర్ణశాల","parnashala","","4","7","3","3"
"430","మల్లెపూలు","flowers","","4","9","4","4"
"431","ఇరుసు","pivot","","3","5","2","2"
"432","ఎద్దులబండి","eddulabandi","","5","10","4","4"
"433","తేలు","scorpion","","2","4","2","2"
"434","ఆభరణములు","jewelery","","6","8","2","2"
"435","పంజరం","cage","","3","5","2","2"
"436","దబ్బనము","dabbah","","4","7","3","3"
"437","కూర్మము","grunter","","3","7","3","3"
"438","టమాటాలు","tomatoes","","4","7","2","2"
"439","పూసలగొలుసు","pusalagolusu","","6","10","2","2"
"440","గోంగూర","mesta","","3","6","3","3"
"441","గుడుగుడుగుంజం","gudugudugunjam","","6","13","3","3"
"442","నృపతి","nrpati","","3","5","2","2"
"443","నృత్యము","dance","","3","7","3","3"
"444","గుర్రము","horse","","3","7","3","3"
"445","పడవ","boat","","3","3","1","1"
"446","సంత","st.","","2","3","2","2"
"447","తోరణము","festoon","","4","6","2","2"
"448","స్నాతకోత్సవం","convocation","","5","12","4","4"
"449","నవరత్నాలు","navaratnas","","5","9","4","4"
"450","బాణము","arrow","","3","5","2","2"
"451","పండ్లబుట్ట","pandlabutta","","4","10","3","3"
"452","మామిడికాయ","mangoes","","5","9","2","2"
"453","కాగడా","torch","","3","5","2","2"
"454","జంతికలు","pretzel","","4","7","2","2"
"455","గాలిపటాలు","kites","","5","9","2","2"
"456","పిల్లలు","children","","3","7","3","3"
"457","వైకుంఠపాళి","snakes","","5","10","3","3"
"458","కృష్ణలోహము","krsnalohamu","","5","10","3","3"
"459","వికలాంగుడు","handicapped","","5","10","3","3"
"460","దాల్చినచెక్క","dalcinicekka","","5","12","4","4"
"461","పనసపండు","panasapandu","","5","7","2","2"
"462","గరిటె","ladle","","3","5","2","2"
"463","పార","shovel","","2","3","2","2"
"464","కిరీటము","crown","","4","7","2","2"
"465","కొవ్వొత్తులు","candles","","4","12","4","4"
"466","శాలువా","shawl","","3","6","2","2"
"467","దోమతెర","nets","","4","6","2","2"
"468","చదరంగం","chess","","4","6","2","2"
"469","కాంత","magnetic","","2","4","3","3"
"470","గోండ్రుకప్ప","gondrukappa","","4","11","4","4"
"471","వీలునామా","will","","4","8","2","2"
"472","సొరకాయలు","bottlegourd","","5","8","2","2"
"473","విమానాశ్రయం","airport","","5","11","3","3"
"474","నాట్యరంగము","natyarangamu","","5","10","3","3"
"475","ఉరుములు","thunderstorms","","4","7","2","2"
"476","సరస్వతివీణ","sarasvativina","","6","10","3","3"
"477","కరతాళాలు","applause","","5","8","2","2"
"478","ముష్టి","fist","","2","6","4","4"
"479","ద్విచక్రవాహనము","two-wheelers","","7","14","4","4"
"480","పరుగుపందెం","running","","5","10","3","3"
"481","దరఖాస్తు","application","","4","8","4","4"
"482","సబ్బుబిళ్ళ","sabbubilla","","4","10","4","4"
"483","రాకెట్","rocket","","3","6","2","2"
"484","వేణువు","flute","","3","6","2","2"
"485","బాదుషాలు","badusalu","","4","8","2","2"
"486","బూందిలడ్డూలు","bundiladdulu","","5","12","4","4"
"487","లష్కరు","lashkar","","3","6","3","3"
"488","చేతిరుమాలు","bandanna","","5","10","2","2"
"489","బోసినోరు","bosinoru","","4","8","2","2"
"490","నాలుక","tongue","","3","5","2","2"
"491","చిలుకకొయ్య","cilukakoyya","","5","10","3","3"
"492","మథించు","mathincu","","3","6","3","3"
"493","సానరాయి","sanarayi","","4","7","2","2"
"494","నృత్యకారిణి","dancer","","5","11","3","3"
"495","పేరిణినృత్యము","perininrtyamu","","6","13","3","3"
"496","అట్లపెనము","atlapenamu","","5","9","3","3"
"497","వీరివీరిగుమ్మడిపండు","virivirigummadipandu","","9","19","3","3"
"498","బల్లగడియారము","ballagadiyaramu","","7","12","3","3"
"499","భరతనాట్యము","bharatanatyam","","6","10","3","3"
"500","ద్రవము","humor","","3","6","3","3"
"501","వినాయకుడు","ganesha","","5","9","2","2"
"502","న్యాయాలయం","courthouse","","4","9","4","4"
"503","కసాయి","kasai","","3","5","2","2"
"504","మిరియాలు","pepper","","4","8","2","2"
"505","ఆలుగడ్డలు","potato","","5","9","3","3"
"506","శిశువు","baby","","3","6","2","2"
"507","ఆవిరియంత్రము","steamengine","","6","12","3","3"
"508","వైద్యశాల","hospital","","4","8","3","3"
"509","తివాచి","rug","","3","6","2","2"
"510","చారలచొక్కా","stripedshirt","","5","10","4","4"
"511","కంకణాలు","bracelets","","4","7","2","2"
"512","అద్దాలమేడ","glassesofmirrors","","5","9","4","4"
"513","వెండితెర","screen","","4","8","3","3"
"514","ఆకాశవాణి","tvandradio","","5","8","2","2"
"515","గవ్వలు","shells","","3","6","3","3"
"516","గారడీవిద్య","garadividya","","5","10","3","3"
"517","ఆంగికం","angikam","","3","6","2","2"
"518","రంధ్రము","hole","","3","7","3","3"
"519","జాబితా","list","","3","6","2","2"
"520","కొలబద్ద","scale","","4","7","3","3"
"521","హెచ్చరిక","warning","","4","8","3","3"
